Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Posts 1018,1,4,4,4,0.00,0.000%,250.00000,352.54,511.72,1444.0
Posts 1019,1,6,6,6,0.00,0.000%,166.66667,308.59,406.09,1896.0
Posts 1020,1,5,5,5,0.00,0.000%,200.00000,282.42,399.61,1446.0
Posts 1021,1,5,5,5,0.00,0.000%,200.00000,280.47,408.79,1436.0
Posts 1022,1,5,5,5,0.00,0.000%,200.00000,294.73,408.79,1509.0
Posts 1023,1,4,4,4,0.00,0.000%,250.00000,394.29,537.84,1615.0
Posts 1024,1,5,5,5,0.00,0.000%,200.00000,392.58,505.08,2010.0
Posts 1025,1,5,5,5,0.00,0.000%,200.00000,348.44,468.55,1784.0
Posts 1026,1,4,4,4,0.00,0.000%,250.00000,330.57,474.61,1354.0
Posts 1027,1,6,6,6,0.00,0.000%,166.66667,126.14,240.56,775.0
Posts 1028,1,4,4,4,0.00,0.000%,250.00000,243.90,394.29,999.0
Posts 1029,1,5,5,5,0.00,0.000%,200.00000,171.48,299.41,878.0
Posts 1030,1,5,5,5,0.00,0.000%,200.00000,300.00,426.76,1536.0
Posts 1031,1,6,6,6,0.00,0.000%,166.66667,199.06,294.76,1223.0
Posts 1032,1,5,5,5,0.00,0.000%,200.00000,327.54,440.04,1677.0
Posts 1033,1,4,4,4,0.00,0.000%,250.00000,308.35,450.20,1263.0
Posts 1034,1,4,4,4,0.00,0.000%,250.00000,281.25,422.12,1152.0
Posts 1035,1,4,4,4,0.00,0.000%,250.00000,413.09,555.66,1692.0
Posts 1036,1,5,5,5,0.00,0.000%,200.00000,228.12,352.73,1168.0
Posts 1037,1,4,4,4,0.00,0.000%,250.00000,295.90,435.55,1212.0
Posts 1038,1,6,6,6,0.00,0.000%,166.66667,195.15,290.53,1199.0
Posts 1039,1,4,4,4,0.00,0.000%,250.00000,369.38,520.75,1513.0
Posts 1040,1,4,4,4,0.00,0.000%,250.00000,434.08,584.23,1778.0
Posts 1041,1,4,4,4,0.00,0.000%,250.00000,304.20,447.27,1246.0
Posts 1042,1,5,5,5,0.00,0.000%,200.00000,335.35,448.44,1717.0
Posts 1043,1,4,4,4,0.00,0.000%,250.00000,399.66,545.65,1637.0
Posts 1044,1,5,5,5,0.00,0.000%,200.00000,242.77,358.98,1243.0
Posts 1045,1,5,5,5,0.00,0.000%,200.00000,368.55,486.13,1887.0
Posts 1046,1,5,5,5,0.00,0.000%,200.00000,274.41,393.55,1405.0
Posts 1047,1,6,6,6,0.00,0.000%,166.66667,247.72,353.68,1522.0
Posts 1048,1,7,7,7,0.00,0.000%,142.85714,150.39,236.19,1078.0
Posts 1049,1,6,6,6,0.00,0.000%,166.66667,229.65,330.89,1411.0
Posts 1050,1,5,5,5,0.00,0.000%,200.00000,273.63,401.76,1401.0
Posts 1051,1,6,6,6,0.00,0.000%,166.66667,224.61,323.57,1380.0
Posts 1052,1,5,5,5,0.00,0.000%,200.00000,236.52,348.44,1211.0
Posts 1053,1,5,5,5,0.00,0.000%,200.00000,240.04,368.16,1229.0
Posts 1054,1,8,8,8,0.00,0.000%,125.00000,144.65,225.46,1185.0
Posts 1055,1,5,5,5,0.00,0.000%,200.00000,227.93,354.10,1167.0
Posts 1056,1,5,5,5,0.00,0.000%,200.00000,336.33,450.20,1722.0
Posts 1057,1,6,6,6,0.00,0.000%,166.66667,244.47,344.56,1502.0
Posts 1058,1,5,5,5,0.00,0.000%,200.00000,218.95,331.84,1121.0
Posts 1059,1,5,5,5,0.00,0.000%,200.00000,370.90,484.96,1899.0
Posts 1060,1,6,6,6,0.00,0.000%,166.66667,246.42,346.84,1514.0
Posts 1061,1,6,6,6,0.00,0.000%,166.66667,156.25,259.11,960.0
Posts 1062,1,6,6,6,0.00,0.000%,166.66667,183.92,287.92,1130.0
Posts 1063,1,5,5,5,0.00,0.000%,200.00000,279.10,404.69,1429.0
Posts 1064,1,5,5,5,0.00,0.000%,200.00000,296.29,413.67,1517.0
Posts 1065,1,5,5,5,0.00,0.000%,200.00000,227.93,339.65,1167.0
Posts 1066,1,6,6,6,0.00,0.000%,166.66667,180.99,276.86,1112.0
Posts 1067,1,5,5,5,0.00,0.000%,200.00000,341.21,467.77,1747.0
Posts 1068,1,5,5,5,0.00,0.000%,200.00000,237.11,354.10,1214.0
Posts 1069,1,5,5,5,0.00,0.000%,200.00000,381.25,495.12,1952.0
Posts 1070,1,5,5,5,0.00,0.000%,200.00000,242.77,366.80,1243.0
Posts 1071,1,4,4,4,0.00,0.000%,250.00000,448.49,600.83,1837.0
Posts 1072,1,5,5,5,0.00,0.000%,200.00000,303.71,431.45,1555.0
Posts 1073,1,6,6,6,0.00,0.000%,166.66667,162.60,263.02,999.0
Posts 1074,1,7,7,7,0.00,0.000%,142.85714,146.48,234.65,1050.0
Posts 1075,1,7,7,7,0.00,0.000%,142.85714,243.16,335.10,1743.0
Posts 1076,1,6,6,6,0.00,0.000%,166.66667,214.19,312.50,1316.0
Posts 1077,1,6,6,6,0.00,0.000%,166.66667,261.56,366.70,1607.0
Posts 1078,1,6,6,6,0.00,0.000%,166.66667,323.24,418.78,1986.0
Posts 1079,1,6,6,6,0.00,0.000%,166.66667,146.81,252.77,902.0
Posts 1080,1,5,5,5,0.00,0.000%,200.00000,252.15,365.23,1291.0
Posts 1081,1,5,5,5,0.00,0.000%,200.00000,370.51,487.30,1897.0
Posts 1082,1,5,5,5,0.00,0.000%,200.00000,204.69,329.30,1048.0
Posts 1083,1,6,6,6,0.00,0.000%,166.66667,224.45,319.99,1379.0
Posts 1084,1,47,47,47,0.00,0.000%,21.27660,20.34,33.72,979.0
Posts 1085,1,18,18,18,0.00,0.000%,55.55556,49.97,85.39,921.0
Posts 1086,1,8,8,8,0.00,0.000%,125.00000,138.06,217.41,1131.0
Posts 1087,1,13,13,13,0.00,0.000%,76.92308,91.87,139.80,1223.0
Posts 1088,1,11,11,11,0.00,0.000%,90.90909,100.67,157.85,1134.0
Posts 1089,1,11,11,11,0.00,0.000%,90.90909,97.39,154.39,1097.0
Posts 1090,1,8,8,8,0.00,0.000%,125.00000,230.35,301.15,1887.0
Posts 1091,1,5,5,5,0.00,0.000%,200.00000,343.36,455.27,1758.0
Posts 1092,1,14,14,14,0.00,0.000%,71.42857,66.89,111.26,959.0
Posts 1093,1,4,4,4,0.00,0.000%,250.00000,439.45,594.73,1800.0
Posts 1094,1,29,29,29,0.00,0.000%,34.48276,45.02,65.16,1337.0
Posts 1095,1,4,4,4,0.00,0.000%,250.00000,355.47,497.31,1456.0
Posts 1096,1,5,5,5,0.00,0.000%,200.00000,362.11,478.91,1854.0
Posts 1097,1,9,9,9,0.00,0.000%,111.11111,147.79,210.61,1362.0
Posts 1098,1,4,4,4,0.00,0.000%,250.00000,323.49,476.07,1325.0
Posts 1099,1,4,4,4,0.00,0.000%,250.00000,364.50,512.21,1493.0
Posts 1100,1,7,7,7,0.00,0.000%,142.85714,181.50,265.90,1301.0
Posts 1101,1,4,4,4,0.00,0.000%,250.00000,238.53,393.55,977.0
Posts 1102,1,5,5,5,0.00,0.000%,200.00000,260.55,388.48,1334.0
Posts 1103,1,4,4,4,0.00,0.000%,250.00000,328.37,481.69,1345.0
Posts 1104,1,7,7,7,0.00,0.000%,142.85714,148.30,231.17,1063.0
Posts 1105,1,6,6,6,0.00,0.000%,166.66667,195.64,293.78,1202.0
Posts 1106,1,4,4,4,0.00,0.000%,250.00000,425.29,578.86,1742.0
Posts 1107,1,4,4,4,0.00,0.000%,250.00000,350.34,490.48,1435.0
Posts 1108,1,4,4,4,0.00,0.000%,250.00000,329.10,484.38,1348.0
Posts 1109,1,4,4,4,0.00,0.000%,250.00000,325.93,485.84,1335.0
Posts 1110,1,5,5,5,0.00,0.000%,200.00000,287.11,403.91,1470.0
Posts 1111,1,4,4,4,0.00,0.000%,250.00000,359.13,502.69,1471.0
Posts 1112,1,4,4,4,0.00,0.000%,250.00000,249.76,400.15,1023.0
Posts 1113,1,4,4,4,0.00,0.000%,250.00000,398.19,558.11,1631.0
Posts 1114,1,4,4,4,0.00,0.000%,250.00000,216.80,375.73,888.0
Posts 1115,1,5,5,5,0.00,0.000%,200.00000,279.30,393.55,1430.0
Posts 1116,1,6,6,6,0.00,0.000%,166.66667,252.60,346.84,1552.0
Posts 1117,1,6,6,6,0.00,0.000%,166.66667,151.69,255.37,932.0
Posts 1118,1,4,4,4,0.00,0.000%,250.00000,213.62,376.95,875.0
Posts 1119,1,4,4,4,0.00,0.000%,250.00000,473.63,616.70,1940.0
Posts 1120,1,4,4,4,0.00,0.000%,250.00000,254.39,401.12,1042.0
Posts 1121,1,5,5,5,0.00,0.000%,200.00000,227.34,350.78,1164.0
Posts 1122,1,4,4,4,0.00,0.000%,250.00000,341.06,491.94,1397.0
Posts 1123,1,7,7,7,0.00,0.000%,142.85714,258.09,341.94,1850.0
Posts 1124,1,12,12,12,0.00,0.000%,83.33333,100.99,153.24,1241.0
Posts 1125,1,5,5,5,0.00,0.000%,200.00000,293.36,408.40,1502.0
Posts 1126,1,6,6,6,0.00,0.000%,166.66667,219.24,313.96,1347.0
Posts 1127,1,6,6,6,0.00,0.000%,166.66667,222.66,316.73,1368.0
Posts 1128,1,6,6,6,0.00,0.000%,166.66667,259.77,363.12,1596.0
Posts 1129,1,7,7,7,0.00,0.000%,142.85714,242.61,322.41,1739.0
Posts 1130,1,7,7,7,0.00,0.000%,142.85714,172.71,256.00,1238.0
Posts 1131,1,6,6,6,0.00,0.000%,166.66667,282.23,378.74,1734.0
Posts 1132,1,6,6,6,0.00,0.000%,166.66667,245.28,341.63,1507.0
Posts 1133,1,6,6,6,0.00,0.000%,166.66667,159.34,263.35,979.0
Posts 1134,1,8,8,8,0.00,0.000%,125.00000,175.66,247.31,1439.0
Posts 1135,1,7,7,7,0.00,0.000%,142.85714,146.34,230.47,1049.0
Posts 1136,1,49,49,49,0.00,0.000%,20.40816,24.41,36.21,1225.0
Posts 1137,1,6,6,6,0.00,0.000%,166.66667,248.70,348.31,1528.0
Posts 1138,1,7,7,7,0.00,0.000%,142.85714,273.44,356.45,1960.0
Posts 1139,1,5,5,5,0.00,0.000%,200.00000,294.53,406.84,1508.0
Posts 1140,1,6,6,6,0.00,0.000%,166.66667,185.22,286.78,1138.0
Posts 1141,1,6,6,6,0.00,0.000%,166.66667,226.40,321.45,1391.0
Posts 1142,1,7,7,7,0.00,0.000%,142.85714,204.38,284.04,1465.0
Posts 1143,1,10,10,10,0.00,0.000%,100.00000,190.62,248.73,1952.0
Posts 1144,1,7,7,7,0.00,0.000%,142.85714,180.94,262.97,1297.0
Posts 1145,1,7,7,7,0.00,0.000%,142.85714,169.92,251.81,1218.0
Posts 1146,1,14,14,14,0.00,0.000%,71.42857,91.66,135.46,1314.0
Posts 1147,1,7,7,7,0.00,0.000%,142.85714,235.77,322.27,1690.0
Posts 1148,1,5,5,5,0.00,0.000%,200.00000,217.97,339.65,1116.0
Posts 1149,1,6,6,6,0.00,0.000%,166.66667,207.19,310.87,1273.0
Posts 1150,1,5,5,5,0.00,0.000%,200.00000,326.37,448.05,1671.0
Posts 1151,1,5,5,5,0.00,0.000%,200.00000,268.55,380.27,1375.0
Posts 1152,1,5,5,5,0.00,0.000%,200.00000,185.55,314.84,950.0
Posts 1153,1,6,6,6,0.00,0.000%,166.66667,176.11,281.74,1082.0
Posts 1154,1,5,5,5,0.00,0.000%,200.00000,376.56,488.48,1928.0
Posts 1155,1,5,5,5,0.00,0.000%,200.00000,293.95,416.80,1505.0
Posts 1156,1,5,5,5,0.00,0.000%,200.00000,297.46,412.30,1523.0
Posts 1157,1,5,5,5,0.00,0.000%,200.00000,300.39,414.26,1538.0
Posts 1158,1,10,10,10,0.00,0.000%,100.00000,131.25,191.70,1344.0
Posts 1159,1,15,15,15,0.00,0.000%,66.66667,72.85,113.61,1119.0
Posts 1160,1,5,5,5,0.00,0.000%,200.00000,265.82,394.92,1361.0
Posts 1161,1,6,6,6,0.00,0.000%,166.66667,215.82,311.04,1326.0
Posts 1162,1,5,5,5,0.00,0.000%,200.00000,290.04,404.10,1485.0
Posts 1163,1,8,8,8,0.00,0.000%,125.00000,235.11,305.18,1926.0
Posts 1164,1,5,5,5,0.00,0.000%,200.00000,261.13,376.56,1337.0
Posts 1165,1,5,5,5,0.00,0.000%,200.00000,302.34,417.58,1548.0
Posts 1166,1,5,5,5,0.00,0.000%,200.00000,306.25,427.54,1568.0
Posts 1167,1,8,8,8,0.00,0.000%,125.00000,233.40,304.20,1912.0
Posts 1168,1,5,5,5,0.00,0.000%,200.00000,214.26,336.72,1097.0
Posts 1169,1,5,5,5,0.00,0.000%,200.00000,223.83,344.73,1146.0
Posts 1170,1,6,6,6,0.00,0.000%,166.66667,156.25,258.46,960.0
Posts 1171,1,6,6,6,0.00,0.000%,166.66667,147.46,253.42,906.0
Posts 1172,1,4,4,4,0.00,0.000%,250.00000,328.61,468.75,1346.0
Posts 1173,1,4,4,4,0.00,0.000%,250.00000,355.71,512.45,1457.0
Posts 1174,1,6,6,6,0.00,0.000%,166.66667,161.95,262.21,995.0
Posts 1175,1,6,6,6,0.00,0.000%,166.66667,165.04,270.18,1014.0
Posts 1176,1,6,6,6,0.00,0.000%,166.66667,270.83,370.12,1664.0
Posts 1177,1,5,5,5,0.00,0.000%,200.00000,306.05,435.35,1567.0
Posts 1178,1,5,5,5,0.00,0.000%,200.00000,250.78,366.21,1284.0
Posts 1179,1,6,6,6,0.00,0.000%,166.66667,298.34,391.93,1833.0
Posts 1180,1,9,9,9,0.00,0.000%,111.11111,202.37,265.30,1865.0
Posts 1181,1,6,6,6,0.00,0.000%,166.66667,178.39,273.44,1096.0
Posts 1182,1,5,5,5,0.00,0.000%,200.00000,202.73,320.12,1038.0
Posts 1183,1,5,5,5,0.00,0.000%,200.00000,327.93,443.55,1679.0
Posts 1184,1,5,5,5,0.00,0.000%,200.00000,233.40,362.70,1195.0
Posts 1185,1,6,6,6,0.00,0.000%,166.66667,206.38,310.71,1268.0
Posts 1186,1,4,4,4,0.00,0.000%,250.00000,300.29,454.83,1230.0
Posts 1187,1,9,9,9,0.00,0.000%,111.11111,133.03,195.31,1226.0
Posts 1188,1,5,5,5,0.00,0.000%,200.00000,375.39,487.50,1922.0
Posts 1189,1,5,5,5,0.00,0.000%,200.00000,253.71,382.03,1299.0
Posts 1190,1,6,6,6,0.00,0.000%,166.66667,228.52,323.73,1404.0
Posts 1191,1,5,5,5,0.00,0.000%,200.00000,279.69,401.17,1432.0
Posts 1192,1,4,4,4,0.00,0.000%,250.00000,229.49,387.45,940.0
Posts 1193,1,5,5,5,0.00,0.000%,200.00000,305.47,420.31,1564.0
Posts 1194,1,9,9,9,0.00,0.000%,111.11111,169.05,239.04,1558.0
Posts 1195,1,6,6,6,0.00,0.000%,166.66667,214.03,311.69,1315.0
Posts 1196,1,5,5,5,0.00,0.000%,200.00000,250.59,371.88,1283.0
Posts 1197,1,6,6,6,0.00,0.000%,166.66667,267.90,363.28,1646.0
Posts 1198,1,7,7,7,0.00,0.000%,142.85714,242.75,328.40,1740.0
Posts 1199,1,8,8,8,0.00,0.000%,125.00000,198.00,268.55,1622.0
Posts 1200,1,8,8,8,0.00,0.000%,125.00000,184.33,261.96,1510.0
Posts 1201,1,11,11,11,0.00,0.000%,90.90909,154.74,211.74,1743.0
Posts 1202,1,6,6,6,0.00,0.000%,166.66667,248.21,350.26,1525.0
Posts 1203,1,6,6,6,0.00,0.000%,166.66667,175.94,275.55,1081.0
Posts 1204,1,6,6,6,0.00,0.000%,166.66667,166.50,266.11,1023.0
Posts 1205,1,6,6,6,0.00,0.000%,166.66667,149.41,255.86,918.0
Posts 1206,1,5,5,5,0.00,0.000%,200.00000,216.99,331.84,1111.0
Posts 1207,1,6,6,6,0.00,0.000%,166.66667,286.78,381.35,1762.0
Posts 1208,1,6,6,6,0.00,0.000%,166.66667,302.57,396.00,1859.0
Posts 1209,1,6,6,6,0.00,0.000%,166.66667,314.94,410.16,1935.0
Posts 1210,1,5,5,5,0.00,0.000%,200.00000,255.66,367.97,1309.0
Posts 1211,1,6,6,6,0.00,0.000%,166.66667,173.67,273.93,1067.0
Posts 1212,1,5,5,5,0.00,0.000%,200.00000,332.62,458.79,1703.0
Posts 1213,1,4,4,4,0.00,0.000%,250.00000,253.17,413.57,1037.0
Posts 1214,1,5,5,5,0.00,0.000%,200.00000,205.86,330.27,1054.0
Posts 1215,1,6,6,6,0.00,0.000%,166.66667,265.79,368.82,1633.0
Posts 1216,1,8,8,8,0.00,0.000%,125.00000,206.54,276.98,1692.0
Posts 1217,1,6,6,6,0.00,0.000%,166.66667,170.25,272.95,1046.0
Posts 1218,1,5,5,5,0.00,0.000%,200.00000,300.98,418.75,1541.0
Posts 1219,1,6,6,6,0.00,0.000%,166.66667,209.31,312.17,1286.0
Posts 1220,1,5,5,5,0.00,0.000%,200.00000,208.98,334.77,1070.0
Posts 1221,1,5,5,5,0.00,0.000%,200.00000,352.93,477.73,1807.0
Posts 1222,1,5,5,5,0.00,0.000%,200.00000,358.20,479.30,1834.0
Posts 1223,1,7,7,7,0.00,0.000%,142.85714,254.74,342.49,1826.0
Posts 1224,1,6,6,6,0.00,0.000%,166.66667,190.92,296.22,1173.0
Posts 1225,1,5,5,5,0.00,0.000%,200.00000,201.37,329.88,1031.0
Posts 1226,1,5,5,5,0.00,0.000%,200.00000,230.08,343.75,1178.0
Posts 1227,1,5,5,5,0.00,0.000%,200.00000,319.73,446.29,1637.0
Posts 1228,1,5,5,5,0.00,0.000%,200.00000,279.69,406.45,1432.0
Posts 1229,1,7,7,7,0.00,0.000%,142.85714,178.99,268.97,1283.0
Posts 1230,1,5,5,5,0.00,0.000%,200.00000,311.13,429.30,1593.0
Posts 1231,1,5,5,5,0.00,0.000%,200.00000,201.76,322.07,1033.0
Posts 1232,1,6,6,6,0.00,0.000%,166.66667,205.73,301.60,1264.0
Posts 1233,1,5,5,5,0.00,0.000%,200.00000,261.33,383.40,1338.0
Posts 1234,1,5,5,5,0.00,0.000%,200.00000,192.77,319.14,987.0
Posts 1235,1,5,5,5,0.00,0.000%,200.00000,304.10,425.39,1557.0
Posts 1236,1,14,14,14,0.00,0.000%,71.42857,113.49,155.69,1627.0
Posts 1237,1,6,6,6,0.00,0.000%,166.66667,228.52,332.03,1404.0
Posts 1238,1,5,5,5,0.00,0.000%,200.00000,222.85,340.62,1141.0
Posts 1239,1,6,6,6,0.00,0.000%,166.66667,172.36,277.18,1059.0
Posts 1240,1,4,4,4,0.00,0.000%,250.00000,299.80,454.59,1228.0
Posts 1241,1,6,6,6,0.00,0.000%,166.66667,225.26,330.40,1384.0
Posts 1242,1,5,5,5,0.00,0.000%,200.00000,221.09,346.68,1132.0
Posts 1243,1,8,8,8,0.00,0.000%,125.00000,187.74,258.54,1538.0
Posts 1244,1,7,7,7,0.00,0.000%,142.85714,133.37,221.68,956.0
Posts 1245,1,4,4,4,0.00,0.000%,250.00000,485.11,625.49,1987.0
Posts 1246,1,5,5,5,0.00,0.000%,200.00000,278.71,395.12,1427.0
Posts 1247,1,5,5,5,0.00,0.000%,200.00000,264.06,379.10,1352.0
Posts 1248,1,4,4,4,0.00,0.000%,250.00000,254.64,403.32,1043.0
Posts 1249,1,7,7,7,0.00,0.000%,142.85714,223.35,314.17,1601.0
Posts 1250,1,4,4,4,0.00,0.000%,250.00000,310.79,461.43,1273.0
Posts 1251,1,5,5,5,0.00,0.000%,200.00000,205.86,324.02,1054.0
Posts 1252,1,4,4,4,0.00,0.000%,250.00000,418.95,569.82,1716.0
Posts 1253,1,4,4,4,0.00,0.000%,250.00000,419.92,566.89,1720.0
Posts 1254,1,5,5,5,0.00,0.000%,200.00000,265.82,379.30,1361.0
Posts 1255,1,5,5,5,0.00,0.000%,200.00000,349.41,474.41,1789.0
Posts 1256,1,6,6,6,0.00,0.000%,166.66667,246.58,344.24,1515.0
Posts 1257,1,4,4,4,0.00,0.000%,250.00000,272.71,413.33,1117.0
Posts 1258,1,4,4,4,0.00,0.000%,250.00000,356.20,517.58,1459.0
Posts 1259,1,4,4,4,0.00,0.000%,250.00000,437.50,595.70,1792.0
Posts 1260,1,5,5,5,0.00,0.000%,200.00000,250.78,366.21,1284.0
Posts 1261,1,4,4,4,0.00,0.000%,250.00000,425.05,572.02,1741.0
Posts 1262,1,5,5,5,0.00,0.000%,200.00000,206.05,331.25,1055.0
Posts 1263,1,5,5,5,0.00,0.000%,200.00000,252.93,380.66,1295.0
Posts 1264,1,5,5,5,0.00,0.000%,200.00000,246.68,366.80,1263.0
Posts 1265,1,5,5,5,0.00,0.000%,200.00000,303.71,423.83,1555.0
Posts 1266,1,5,5,5,0.00,0.000%,200.00000,249.41,372.07,1277.0
Posts 1267,1,5,5,5,0.00,0.000%,200.00000,366.21,481.05,1875.0
Posts 1268,1,6,6,6,0.00,0.000%,166.66667,299.64,394.21,1841.0
Posts 1269,1,4,4,4,0.00,0.000%,250.00000,315.43,465.09,1292.0
Posts 1270,1,6,6,6,0.00,0.000%,166.66667,284.18,380.86,1746.0
Posts 1271,1,8,8,8,0.00,0.000%,125.00000,215.45,295.53,1765.0
Posts 1272,1,5,5,5,0.00,0.000%,200.00000,179.88,307.03,921.0
Posts 1273,1,6,6,6,0.00,0.000%,166.66667,243.98,338.54,1499.0
Posts 1274,1,6,6,6,0.00,0.000%,166.66667,211.10,304.20,1297.0
Posts 1275,1,5,5,5,0.00,0.000%,200.00000,245.70,361.33,1258.0
Posts 1276,1,4,4,4,0.00,0.000%,250.00000,372.31,518.55,1525.0
Posts 1277,1,6,6,6,0.00,0.000%,166.66667,290.04,390.95,1782.0
Posts 1278,1,5,5,5,0.00,0.000%,200.00000,281.25,404.49,1440.0
Posts 1279,1,7,7,7,0.00,0.000%,142.85714,239.82,323.66,1719.0
Posts 1280,1,9,9,9,0.00,0.000%,111.11111,141.38,206.05,1303.0
Posts 1281,1,6,6,6,0.00,0.000%,166.66667,263.83,361.00,1621.0
Posts 1282,1,6,6,6,0.00,0.000%,166.66667,281.25,384.44,1728.0
Posts 1283,1,77,77,77,0.00,0.000%,12.98701,23.58,31.31,1859.0
Posts 1284,1,5,5,5,0.00,0.000%,200.00000,246.68,363.48,1263.0
Posts 1285,1,6,6,6,0.00,0.000%,166.66667,282.23,384.93,1734.0
Posts 1286,1,8,8,8,0.00,0.000%,125.00000,205.08,280.88,1680.0
Posts 1287,1,7,7,7,0.00,0.000%,142.85714,213.31,295.06,1529.0
Posts 1288,1,6,6,6,0.00,0.000%,166.66667,210.45,308.27,1293.0
Posts 1289,1,6,6,6,0.00,0.000%,166.66667,219.56,315.76,1349.0
Posts 1290,1,7,7,7,0.00,0.000%,142.85714,179.13,271.34,1284.0
Posts 1291,1,7,7,7,0.00,0.000%,142.85714,229.35,315.57,1644.0
Posts 1292,1,6,6,6,0.00,0.000%,166.66667,202.96,301.11,1247.0
Posts 1293,1,6,6,6,0.00,0.000%,166.66667,178.39,273.76,1096.0
Posts 1294,1,6,6,6,0.00,0.000%,166.66667,277.51,384.60,1705.0
Posts 1295,1,6,6,6,0.00,0.000%,166.66667,213.38,316.57,1311.0
Posts 1296,1,6,6,6,0.00,0.000%,166.66667,207.36,303.55,1274.0
Posts 1297,1,7,7,7,0.00,0.000%,142.85714,238.70,320.73,1711.0
Posts 1298,1,7,7,7,0.00,0.000%,142.85714,171.18,263.11,1227.0
Posts 1299,1,8,8,8,0.00,0.000%,125.00000,159.30,232.42,1305.0
Posts 1300,1,6,6,6,0.00,0.000%,166.66667,269.04,371.58,1653.0
Posts 1301,1,6,6,6,0.00,0.000%,166.66667,219.73,326.82,1350.0
Posts 1302,1,9,9,9,0.00,0.000%,111.11111,174.80,245.23,1611.0
Posts 1303,1,6,6,6,0.00,0.000%,166.66667,157.55,260.58,968.0
Posts 1304,1,6,6,6,0.00,0.000%,166.66667,215.33,313.48,1323.0
Posts 1305,1,6,6,6,0.00,0.000%,166.66667,188.15,288.74,1156.0
Posts 1306,1,205,205,205,0.00,0.000%,4.87805,4.51,7.58,946.0
Posts 1307,1,6,6,6,0.00,0.000%,166.66667,208.01,305.83,1278.0
Posts 1308,1,5,5,5,0.00,0.000%,200.00000,327.93,449.80,1679.0
Posts 1309,1,5,5,5,0.00,0.000%,200.00000,227.73,349.22,1166.0
Posts 1310,1,6,6,6,0.00,0.000%,166.66667,183.11,277.34,1125.0
Posts 1311,1,4,4,4,0.00,0.000%,250.00000,282.23,431.88,1156.0
Posts 1312,1,4,4,4,0.00,0.000%,250.00000,311.77,468.02,1277.0
Posts 1313,1,5,5,5,0.00,0.000%,200.00000,260.35,372.27,1333.0
Posts 1314,1,5,5,5,0.00,0.000%,200.00000,259.57,383.79,1329.0
Posts 1315,1,3,3,3,0.00,0.000%,333.33333,297.20,510.74,913.0
Posts 1316,1,5,5,5,0.00,0.000%,200.00000,311.52,429.49,1595.0
Posts 1317,1,4,4,4,0.00,0.000%,250.00000,209.47,372.80,858.0
Posts 1318,1,5,5,5,0.00,0.000%,200.00000,205.86,325.00,1054.0
Posts 1319,1,4,4,4,0.00,0.000%,250.00000,385.99,542.24,1581.0
Posts 1320,1,5,5,5,0.00,0.000%,200.00000,342.97,458.98,1756.0
Posts 1321,1,5,5,5,0.00,0.000%,200.00000,162.50,294.14,832.0
Posts 1322,1,5,5,5,0.00,0.000%,200.00000,210.16,333.79,1076.0
Posts 1323,1,4,4,4,0.00,0.000%,250.00000,326.90,483.64,1339.0
Posts 1324,1,4,4,4,0.00,0.000%,250.00000,259.52,411.13,1063.0
Posts 1325,1,3,3,3,0.00,0.000%,333.33333,372.40,565.76,1144.0
Posts 1326,1,5,5,5,0.00,0.000%,200.00000,272.66,387.30,1396.0
Posts 1327,1,4,4,4,0.00,0.000%,250.00000,317.87,461.18,1302.0
Posts 1328,1,5,5,5,0.00,0.000%,200.00000,259.96,376.37,1331.0
Posts 1329,1,5,5,5,0.00,0.000%,200.00000,233.79,353.71,1197.0
Posts 1330,1,5,5,5,0.00,0.000%,200.00000,343.36,471.29,1758.0
Posts 1331,1,5,5,5,0.00,0.000%,200.00000,181.84,311.13,931.0
Posts 1332,1,5,5,5,0.00,0.000%,200.00000,300.78,413.28,1540.0
Posts 1333,1,4,4,4,0.00,0.000%,250.00000,427.73,569.09,1752.0
Posts 1334,1,5,5,5,0.00,0.000%,200.00000,297.27,411.13,1522.0
Posts 1335,1,6,6,6,0.00,0.000%,166.66667,278.16,383.46,1709.0
Posts 1336,1,5,5,5,0.00,0.000%,200.00000,254.88,369.53,1305.0
Posts 1337,1,5,5,5,0.00,0.000%,200.00000,285.55,414.65,1462.0
Posts 1338,1,5,5,5,0.00,0.000%,200.00000,383.01,496.68,1961.0
Posts 1339,1,5,5,5,0.00,0.000%,200.00000,252.54,373.44,1293.0
Posts 1340,1,4,4,4,0.00,0.000%,250.00000,266.60,408.94,1092.0
Posts 1341,1,5,5,5,0.00,0.000%,200.00000,206.64,331.45,1058.0
Posts 1342,1,5,5,5,0.00,0.000%,200.00000,260.35,373.44,1333.0
Posts 1343,1,5,5,5,0.00,0.000%,200.00000,253.91,368.95,1300.0
Posts 1344,1,4,4,4,0.00,0.000%,250.00000,316.41,456.54,1296.0
Posts 1345,1,4,4,4,0.00,0.000%,250.00000,394.29,552.49,1615.0
Posts 1346,1,5,5,5,0.00,0.000%,200.00000,307.42,430.47,1574.0
Posts 1347,1,5,5,5,0.00,0.000%,200.00000,290.23,409.18,1486.0
Posts 1348,1,5,5,5,0.00,0.000%,200.00000,342.77,463.67,1755.0
Posts 1349,1,7,7,7,0.00,0.000%,142.85714,221.96,302.59,1591.0
